136,3,Sep 10 2016,7:00 PM,Sat,North Texas,41,,Bethune-Cookman,20,,Apogee Stadium - Denton Texas
137,3,Sep 10 2016,3:30 PM,Sat,(18) Notre Dame,39,,Nevada,10,NBC,Notre Dame Stadium - South Bend Indiana
138,3,Sep 10 2016,2:30 PM,Sat,Ohio,37,@,Kansas,21,FSN,Memorial Stadium - Lawrence Kansas
139,3,Sep 10 2016,3:30 PM,Sat,(4) Ohio State,48,,Tulsa,3,ABC,Ohio Stadium - Columbus Ohio
140,3,Sep 10 2016,7:00 PM,Sat,(14) Oklahoma,59,,Louisiana-Monroe,17,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
141,3,Sep 10 2016,10:30 PM,Sat,(24) Oregon,44,,Virginia,26,ESPN,Autzen Stadium - Eugene Oregon
142,3,Sep 10 2016,12:00 PM,Sat,Pittsburgh,42,,Penn State,39,ABC,Heinz Field - Pittsburgh Pennsylvania
143,3,Sep 10 2016,12:00 PM,Sat,Rutgers,52,,Howard,14,BTN,High Points Solutions Stadium - Piscataway New Jersey
144,3,Sep 10 2016,10:30 PM,Sat,San Diego State,45,,California,40,CBSSN,Qualcomm Stadium - San Diego California
145,3,Sep 10 2016,4:30 PM,Sat,San Jose State,66,,Portland State,35,,CEFCU Stadium - San Jose California
146,3,Sep 10 2016,7:00 PM,Sat,South Florida,48,,Northern Illinois,17,CBSSN,Raymond James Stadium - Tampa Florida
147,3,Sep 10 2016,2:00 PM,Sat,Southern California,45,,Utah State,7,PAC12,Los Angeles Memorial Coliseum - Los Angeles California
148,3,Sep 10 2016,7:00 PM,Sat,Southern Mississippi,56,,Savannah State,0,,M.M. Roberts Stadium - Hattiesburg Mississippi
149,3,Sep 10 2016,1:00 PM,Sat,Temple,38,,Stony Brook,0,ESPN3,Lincoln Financial Field - Philadelphia Pennsylvania
150,3,Sep 10 2016,8:00 PM,Sat,(17) Tennessee,45,,Virginia Tech,24,ABC,Bristol Motor Speedway - Bristol Tennessee
151,3,Sep 10 2016,7:00 PM,Sat,(11) Texas,41,,Texas-El Paso,7,LHN,Darrell K Royal-Texas Memorial Stadium - Austin Texas
152,3,Sep 10 2016,12:00 PM,Sat,(20) Texas A&M,67,,Prairie View A&M,0,SECN,Kyle Field - College Station Texas
153,3,Sep 10 2016,7:00 PM,Sat,Toledo,45,,Maine,3,ESPN3,Glass Bowl - Toledo Ohio
154,3,Sep 10 2016,8:00 PM,Sat,Tulane,66,,Southern,21,ESPN3,Yulman Stadium - New Orleans Louisiana
155,3,Sep 10 2016,8:00 PM,Sat,UCLA,42,,Nevada-Las Vegas,21,PAC12,Rose Bowl - Pasadena California
156,3,Sep 10 2016,7:30 PM,Sat,Utah,20,,Brigham Young,19,,Rice-Eccles Stadium - Salt Lake City Utah
157,3,Sep 10 2016,4:00 PM,Sat,Vanderbilt,47,,Middle Tennessee State,24,SECN,Vanderbilt Stadium - Nashville Tennessee
158,3,Sep 10 2016,3:30 PM,Sat,Wake Forest,24,@,Duke,14,ESPNU,Wallace Wade Stadium - Durham North Carolina
159,3,Sep 10 2016,5:00 PM,Sat,(8) Washington,59,,Idaho,14,PAC12,Husky Stadium - Seattle Washington
160,3,Sep 10 2016,2:00 PM,Sat,West Virginia,38,,Youngstown State,21,,Milan Puskar Stadium - Morgantown West Virginia
161,3,Sep 10 2016,7:00 PM,Sat,Western Michigan,70,,North Carolina Central,21,ESPN3,Waldo Stadium - Kalamazoo Michigan
162,3,Sep 10 2016,3:30 PM,Sat,(10) Wisconsin,54,,Akron,10,BTN,Camp Randall Stadium - Madison Wisconsin
163,4,Sep 15 2016,7:30 PM,Thu,(6) Houston,40,@,Cincinnati,16,ESPN,Nippert Stadium - Cincinnati Ohio
164,4,Sep 16 2016,9:30 PM,Fri,Arizona State,32,@,Texas-San Antonio,28,ESPN2,Alamodome - San Antonio Texas
165,4,Sep 16 2016,8:00 PM,Fri,(21) Baylor,38,@,Rice,10,ESPN,Rice Stadium - Houston Texas
166,4,Sep 16 2016,9:00 PM,Fri,Utah State,34,,Arkansas State,20,CBSSN,Merlin Olsen Field at Maverik Stadium - Logan Utah
167,4,Sep 17 2016,12:00 PM,Sat,Akron,65,@,Marshall,38,CBSSN,Joan C. Edwards Stadium - Huntington West Virginia
168,4,Sep 17 2016,3:30 PM,Sat,(1) Alabama,48,@,(19) Mississippi,43,CBS,Vaught-Hemingway Stadium - Oxford Mississippi
169,4,Sep 17 2016,10:45 PM,Sat,Arizona,47,,Hawaii,28,PAC12,Arizona Stadium - Tucson Arizona
170,4,Sep 17 2016,7:30 PM,Sat,(24) Arkansas,42,,Texas State,3,SECN,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
171,4,Sep 17 2016,7:00 PM,Sat,Army,66,@,Texas-El Paso,14,,Sun Bowl Stadium - El Paso Texas
172,4,Sep 17 2016,3:00 PM,Sat,Ball State,41,,Eastern Kentucky,14,ESPN3,Scheumann Stadium - Muncie Indiana
173,4,Sep 17 2016,10:30 PM,Sat,California,50,,(11) Texas,43,ESPN,Memorial Stadium - Berkeley California
174,4,Sep 17 2016,3:00 PM,Sat,Central Michigan,44,,Nevada-Las Vegas,21,ESPN3,Kelly/Shorts Stadium - Mount Pleasant Michigan
175,4,Sep 17 2016,12:00 PM,Sat,(5) Clemson,59,,South Carolina State,0,ESPN3,Clemson Memorial Stadium - Clemson South Carolina
176,4,Sep 17 2016,4:00 PM,Sat,Colorado State,47,,Northern Colorado,21,,Sonny Lubick Field at Hughes Stadium - Fort Collins Colorado
177,4,Sep 17 2016,1:30 PM,Sat,Connecticut,13,,Virginia,10,ESPN3,Rentschler Field - East Hartford Connecticut
178,4,Sep 17 2016,6:00 PM,Sat,Eastern Michigan,37,@,Charlotte,19,,Jerry Richardson Stadium - Charlotte North Carolina
179,4,Sep 17 2016,7:30 PM,Sat,(23) Florida,32,,North Texas,0,ESPNU,Ben Hill Griffin Stadium - Gainesville Florida
180,4,Sep 17 2016,7:30 PM,Sat,(16) Georgia,28,@,Missouri,27,SECN,Faurot Field - Columbia Missouri
181,4,Sep 17 2016,6:00 PM,Sat,Georgia Southern,23,,Louisiana-Monroe,21,ESPN3,Allen E. Paulson Stadium - Statesboro Georgia
182,4,Sep 17 2016,12:30 PM,Sat,Georgia Tech,38,,Vanderbilt,7,ESPN3,Bobby Dodd Stadium - Atlanta Georgia
183,4,Sep 17 2016,2:30 PM,Sat,Kansas State,63,,Florida Atlantic,7,,Bill Snyder Family Football Stadium - Manhattan Kansas
184,4,Sep 17 2016,3:30 PM,Sat,Kent State,27,,Monmouth,7,ESPN3,Dix Stadium - Kent Ohio
185,4,Sep 17 2016,4:00 PM,Sat,Kentucky,62,,New Mexico State,42,SECN,Commonwealth Stadium - Lexington Kentucky
186,4,Sep 17 2016,7:00 PM,Sat,(20) Louisiana State,23,,Mississippi State,20,ESPN,Tiger Stadium - Baton Rouge Louisiana
187,4,Sep 17 2016,7:00 PM,Sat,Louisiana-Lafayette,28,,South Alabama,23,ESPN3,Cajun Field - Lafayette Louisiana
188,4,Sep 17 2016,12:00 PM,Sat,(10) Louisville,63,,(2) Florida State,20,ABC,Papa John's Cardinal Stadium - Louisville Kentucky
189,4,Sep 17 2016,7:00 PM,Sat,Maryland,30,@,Central Florida,24,CBSSN,Bright House Networks Stadium - Orlando Florida
190,4,Sep 17 2016,3:30 PM,Sat,Massachusetts,21,,Florida International,13,ESPN3,Warren McGuirk Alumni Stadium - Amherst Massachusetts
191,4,Sep 17 2016,12:00 PM,Sat,Memphis,43,,Kansas,7,ESPNU,Liberty Bowl Memorial Stadium - Memphis Tennessee
192,4,Sep 17 2016,12:00 PM,Sat,(25) Miami (FL),45,@,Appalachian State,10,ESPN,Kidd Brewer Stadium - Boone North Carolina
193,4,Sep 17 2016,3:30 PM,Sat,(4) Michigan,45,,Colorado,28,BTN,Michigan Stadium - Ann Arbor Michigan
194,4,Sep 17 2016,7:30 PM,Sat,(12) Michigan State,36,@,(18) Notre Dame,28,NBC,Notre Dame Stadium - South Bend Indiana
195,4,Sep 17 2016,12:00 PM,Sat,Middle Tennessee State,41,@,Bowling Green State,21,ESPN3,Doyt L. Perry Stadium - Bowling Green Ohio
196,4,Sep 17 2016,7:00 PM,Sat,Navy,21,@,Tulane,14,ESPN3,Yulman Stadium - New Orleans Louisiana
197,4,Sep 17 2016,3:30 PM,Sat,Nebraska,35,,(22) Oregon,32,ABC,Memorial Stadium - Lincoln Nebraska
198,4,Sep 17 2016,9:00 PM,Sat,Nevada,38,,Buffalo,14,CAMP,MacKay Stadium - Reno Nevada
199,4,Sep 17 2016,3:30 PM,Sat,North Carolina,56,,James Madison,28,ESPN3,Kenan Memorial Stadium - Chapel Hill North Carolina
200,4,Sep 17 2016,6:00 PM,Sat,North Carolina State,49,,Old Dominion,22,,Carter Finley Stadium - Raleigh North Carolina
201,4,Sep 17 2016,12:00 PM,Sat,North Dakota State,23,@,(13) Iowa,21,ESPN,Kinnick Stadium - Iowa City Iowa
202,4,Sep 17 2016,8:00 PM,Sat,Northwestern,24,,Duke,13,BTN,Ryan Field - Evanston Illinois
203,4,Sep 17 2016,9:10 PM,Sat,(3) Ohio State,45,@,(14) Oklahoma,24,FOX,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
204,4,Sep 17 2016,3:30 PM,Sat,Oklahoma State,45,,Pittsburgh,38,ESPN,Boone Pickens Stadium - Stillwater Oklahoma
205,4,Sep 17 2016,5:00 PM,Sat,Oregon State,37,,Idaho State,7,PAC12,Reser Stadium - Corvallis Oregon
206,4,Sep 17 2016,12:00 PM,Sat,Penn State,34,,Temple,27,BTN,Beaver Stadium - University Park Pennsylvania
